Year,Location,Data type,Date,Lease #,Finfish/Shellfish/Reference,NSDFA ID,Soft or Hard Bottom Station ,Latitude,Longitude,Number of Replicates,Mean Redox (mVNHE),Mean Sulphide (µM),Mean Porosity (%),Mean Organic Matter (%),"Presence or absence of visual indicators (Beggiatoa like bacteria, OPC, barreness)",Location 1
2013,Port Mouton,EMP-Level I,"Jun 18, 2013",0835,Ref,PTM70,Soft,43.91311,-64.81425,3,-69,78,63.97,7.1,,"(43.91311, -64.81425)"
2013,Port Mouton,EMP-Level I,"Jun 18, 2013",0835,Ref,PTM68,Soft,43.90985,-64.81346,1,-37,84,,,,"(43.90985, -64.81346)"
2013,Port Mouton,EMP-Level I,"Jun 18, 2013",0835,Ref,PTM69,Soft,43.90001,-64.8005,1,-22,77,,,,"(43.90001, -64.8005)"
2013,Liverpool Bay,EMP-Level I,"Jun 25, 2013",1205,Fin,LVP30,Soft,44.04335,-64.641,3,-53,139,21.71,0.9,,"(44.04335, -64.641)"
2013,Liverpool Bay,EMP-Level I,"Jun 25, 2013",1205,Fin,LVP32,Soft,44.04232,-64.64038,3,-18,78,21.55,1.14,,"(44.04232, -64.64038)"
2013,Liverpool Bay,EMP-Level I,"Jun 25, 2013",1205,Fin,LVP34,Soft,44.04155,-64.63985,3,-17,551,20.54,1.14,,"(44.04155, -64.63985)"
2013,Liverpool Bay,EMP-Level I,"Jun 25, 2013",1205,Ref,LVP04,Soft,44.03938,-64.64005,3,378,1,22.16,0.69,,"(44.03938, -64.64005)"
2013,Liverpool Bay,EMP-Level I,"Jun 25, 2013",1205,Ref,LVP06,Soft,44.04503,-64.63888,3,256,8,20.88,0.76,,"(44.04503, -64.63888)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH44,Soft,44.50443,-64.04747,3,-151,1169,44.9,7.33,,"(44.50443, -64.04747)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH51,Soft,44.5039,-64.04902,3,-112,393,46.48,8.05,,"(44.5039, -64.04902)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH67,Soft,44.50428,-64.04823,3,-123,608,44.5,7.53,,"(44.50428, -64.04823)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH68,Soft,44.50377,-64.04805,3,-94,274,41.83,5.3,,"(44.50377, -64.04805)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH73,Soft,44.50447,-64.04785,3,-141,866,50.79,10.65,,"(44.50447, -64.04785)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH75,Soft,44.50368,-64.0494,3,-123,420,46.48,7.54,,"(44.50368, -64.0494)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH76,Soft,44.5035,-64.04977,3,-89,192,40.41,5,,"(44.5035, -64.04977)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH81,Soft,44.50412,-64.0476,3,-94,435,49.77,10.02,,"(44.50412, -64.0476)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH84,Soft,44.50317,-64.04952,3,-132,371,42.66,6.19,,"(44.50317, -64.04952)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH85,Soft,44.50592,-64.04842,3,-112,1757,37.16,4.2,,"(44.50592, -64.04842)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH91,Soft,44.50352,-64.04878,3,-125,544,59.19,14.3,,"(44.50352, -64.04878)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Fin,APH97,Soft,44.50522,-64.04867,3,-57,202,38.28,5.19,,"(44.50522, -64.04867)"
2013,Aspotogan Harbour,EMP-Level I,"Jun 26, 2013",1006,Ref,APH05,Soft,44.50282,-64.0517,3,76,77,23.87,1.45,,"(44.50282, -64.0517)"
2013,Owl's Head,EMP-Level I,"Sep 09, 2013",0772,Fin,OWL56,Soft,44.73487,-62.80633,3,-136,915,29.08,2.37,,"(44.73487, -62.80633)"
2013,Owl's Head,EMP-Level I,"Sep 09, 2013",0772,Fin,OWL63,Soft,44.73893,-62.81052,3,-107,174,26.31,1.29,,"(44.73893, -62.81052)"
2013,Owl's Head,EMP-Level I,"Sep 09, 2013",0772,Fin,OWL64,Soft,44.73515,-62.80728,3,-27,119,25.2,1.27,,"(44.73515, -62.80728)"
2013,Owl's Head,EMP-Level I,"Sep 09, 2013",0772,Fin,OWL65,Soft,44.73602,-62.80685,3,-140,264,34.82,3.12,,"(44.73602, -62.80685)"
2013,Owl's Head,EMP-Level I,"Sep 09, 2013",0772,Ref,OWL09,Soft,44.73272,-62.8055,3,128,3,22.29,0.77,,"(44.73272, -62.8055)"
2013,Owl's Head,EMP-Level I,"Sep 09, 2013",0772,Ref,OWL50,Soft,44.74222,-62.8101,3,-67,117,44.81,4.33,,"(44.74222, -62.8101)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0814,Fin,WYB10,Soft,45.95134,-61.12629,3,8,62,74.59,11.61,,"(45.95134, -61.12629)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0814,Fin,WYB11,Soft,45.95057,-61.12525,3,-160,1243,87.7,21.77,,"(45.95057, -61.12525)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0814,Fin,WYB19,Soft,45.95025,-61.1252,3,-125,861,86.53,15.39,,"(45.95025, -61.1252)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0814,Ref,WYB14,Soft,45.94946,-61.12775,3,-19,480,81.9,15.14,,"(45.94946, -61.12775)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0814,Ref,WYB15,Soft,45.94837,-61.12126,3,-151,505,86.88,11.69,,"(45.94837, -61.12126)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0845,Fin,WYB16,Soft,45.95235,-61.12354,3,-122,313,85.29,14.25,,"(45.95235, -61.12354)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0845,Fin,WYB17,Soft,45.95267,-61.12417,3,-70,2650,83.07,12.29,,"(45.95267, -61.12417)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0845,Fin,WYB18,Soft,45.95295,-61.12497,3,-107,1780,80.04,17.68,,"(45.95295, -61.12497)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0845,Ref,WYB14,Soft,45.94946,-61.12775,3,-19,480,81.9,15.14,,"(45.94946, -61.12775)"
2013,Whycocomagh Bay,EMP-Level I,"Jul 04, 2013",0845,Ref,WYB15,Soft,45.94837,-61.12126,3,-151,505,86.88,11.69,,"(45.94837, -61.12126)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0003,Fin,SBH101,Soft,43.74417,-65.32767,3,-39,255,78.68,21.02,,"(43.74417, -65.32767)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0003,Fin,SBH81,Soft,43.7441,-65.32807,3,-90,598,80.75,28.25,,"(43.7441, -65.32807)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0003,Fin,SBH82,Soft,43.74412,-65.32848,3,-66,230,81.86,23.11,,"(43.74412, -65.32848)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0003,Fin,SBH275,Soft,43.74423,-65.32747,3,-84,282,76.53,20.27,,"(43.74423, -65.32747)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0003,Ref,SBH03,Soft,43.74907,-65.33057,3,-3,145,81.62,19.59,,"(43.74907, -65.33057)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0003,Ref,SBH07,Soft,43.74245,-65.33037,3,54,53,81.17,19.13,,"(43.74245, -65.33037)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",1192,Fin,SBH234,Soft,43.73433,-65.33188,3,-170,1198,83.19,26.23,,"(43.73433, -65.33188)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",1192,Fin,SBH267,Soft,43.73382,-65.33125,3,-67,162,76.47,17.93,,"(43.73382, -65.33125)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",1192,Fin,SBH268,Soft,43.73527,-65.3302,3,-57,106,80.11,18,,"(43.73527, -65.3302)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",1192,Fin,SBH270,Soft,43.72455,-65.3307,3,-77,221,79.62,20.62,,"(43.72455, -65.3307)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",1192,Ref,SBH181,Soft,43.72967,-65.33098,3,3,35,78.73,16.43,,"(43.72967, -65.33098)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",1192,Ref,SBH184,Soft,43.73642,-65.32858,3,-93,47,82.25,20.65,,"(43.73642, -65.32858)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0602,Fin,SBH213,Soft,43.7169,-65.32352,3,-86,262,71.67,15.68,,"(43.7169, -65.32352)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0602,Fin,SBH216,Soft,43.7175,-65.32298,3,-82,290,72.9,19.23,,"(43.7175, -65.32298)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0602,Fin,SBH37,Soft,43.7172,-65.32315,3,-147,3670,72.4,22.8,,"(43.7172, -65.32315)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0602,Ref,SBH130,Soft,43.7268,-65.32143,3,39,23,76.61,14.75,,"(43.7268, -65.32143)"
2013,Shelburne Harbour,EMP-Level I,"Jul 18, 2013",0602,Ref,SBH21,Soft,43.7125,-65.32333,3,35,74,73.37,12.33,,"(43.7125, -65.32333)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH144,Soft,43.74088,-65.32923,3,-111,330,79.56,30.43,,"(43.74088, -65.32923)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH158,Soft,43.73942,-65.32895,3,-164,644,78.15,27.79,,"(43.73942, -65.32895)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH218,Soft,43.73948,-65.32925,3,-177,2323,76.68,30.92,,"(43.73948, -65.32925)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH219,Soft,43.73952,-65.32968,3,-149,591,78.44,29.27,,"(43.73952, -65.32968)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH222,Soft,43.74002,-65.32885,3,-103,296,78.4,27.73,,"(43.74002, -65.32885)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH246,Soft,43.73973,-65.32838,3,-103,174,74.64,21.41,,"(43.73973, -65.32838)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH276,Soft,43.74147,-65.32948,3,-151,431,80.34,26.99,,"(43.74147, -65.32948)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH277,Soft,43.73988,-65.32923,3,-149,810,78.87,36.23,,"(43.73988, -65.32923)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Fin,SBH279,Soft,43.73988,-65.32858,3,-110,329,77.47,24.3,,"(43.73988, -65.32858)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Ref,SBH176,Soft,43.74325,-65.3281,3,-16,63,78.69,21.58,,"(43.74325, -65.3281)"
2013,Shelburne Harbour,EMP-Level I,"Jul 24, 2013",0983,Ref,SBH67,Soft,43.73703,-65.32915,3,-60,39,80.37,20.69,,"(43.73703, -65.32915)"
2013,Shelburne Harbour,EMP-Level I,"Jul 25, 2013",1345,Fin,SBH280,Soft,43.65488,-65.2856,3,-151,1913,16.61,1.02,,"(43.65488, -65.2856)"
2013,Shelburne Harbour,EMP-Level I,"Jul 25, 2013",1345,Fin,SBH281,Soft,43.65523,-65.28437,3,-4,138,17.2,0.58,,"(43.65523, -65.28437)"
2013,Shelburne Harbour,EMP-Level I,"Jul 25, 2013",1345,Fin,SBH282,Soft,43.65363,-65.28213,3,320,0,18.74,0.48,,"(43.65363, -65.28213)"
2013,Shelburne Harbour,EMP-Level I,"Jul 25, 2013",1345,Fin,SBH283,Soft,43.65393,-65.28082,3,-143,656,19.71,0.71,,"(43.65393, -65.28082)"
2013,Shelburne Harbour,EMP-Level I,"Jul 25, 2013",1345,Ref,SBH55,Soft,43.65727,-65.2893,3,375,0,17.97,0.63,,"(43.65727, -65.2893)"
2013,Shelburne Harbour,EMP-Level I,"Jul 25, 2013",1345,Ref,SBH284,Soft,43.65143,-65.27805,3,-6,1163,18.72,0.91,,"(43.65143, -65.27805)"
2013,Jordan Bay,EMP-Level I,"Jul 22, 2013",1359,Fin,JDB28,Soft,43.68378,-65.20595,3,177,46,21.65,0.62,,"(43.68378, -65.20595)"
2013,Jordan Bay,EMP-Level I,"Jul 22, 2013",1359,Fin,JDB29,Soft,43.68265,-65.20522,3,124,46,23.75,0.58,,"(43.68265, -65.20522)"
2013,Jordan Bay,EMP-Level I,"Jul 22, 2013",1359,Fin,JDB30,Soft,43.67997,-65.20442,3,115,189,21.43,0.64,,"(43.67997, -65.20442)"
2013,Jordan Bay,EMP-Level I,"Jul 22, 2013",1359,Fin,JDB31,Soft,43.67878,-65.2037,3,-24,185,21.23,0.8,,"(43.67878, -65.2037)"
2013,Jordan Bay,EMP-Level I,"Jul 22, 2013",1359,Ref,JDB05,Soft,43.67587,-65.20408,3,217,9,26.54,0.98,,"(43.67587, -65.20408)"
2013,Jordan Bay,EMP-Level I,"Jul 22, 2013",1359,Ref,JDB27,Soft,43.68658,-65.20645,3,331,1,21.36,0.6,,"(43.68658, -65.20645)"
2013,Jordan Bay,EMP-Level I,"Jul 23, 2013",1358,Fin,JDB32,Soft,43.70555,-65.19605,3,27,363,23.79,1.18,,"(43.70555, -65.19605)"
2013,Jordan Bay,EMP-Level I,"Jul 23, 2013",1358,Fin,JDB33,Soft,43.7044,-65.19537,3,-20,634,23.47,1.14,,"(43.7044, -65.19537)"
2013,Jordan Bay,EMP-Level I,"Jul 23, 2013",1358,Fin,JDB34,Soft,43.7016,-65.19478,3,9,1191,27.97,3.55,,"(43.7016, -65.19478)"
2013,Jordan Bay,EMP-Level I,"Jul 23, 2013",1358,Fin,JDB35,Soft,43.70045,-65.194,3,6,1785,27.18,5.97,,"(43.70045, -65.194)"
2013,Jordan Bay,EMP-Level I,"Jul 23, 2013",1358,Ref,JDB18,Soft,43.69812,-65.19265,3,286,1,21.36,0.57,,"(43.69812, -65.19265)"
2013,Jordan Bay,EMP-Level I,"Jul 23, 2013",1358,Ref,JDB36,Soft,43.70802,-65.19842,3,359,0,21.01,0.58,,"(43.70802, -65.19842)"
2013,Lobster Bay,EMP-Level I,"Jul 29, 2013",0899,Fin,LLB56,Soft,43.68528,-65.8363,3,-59,271,33.61,3.7,,"(43.68528, -65.8363)"
2013,Lobster Bay,EMP-Level I,"Jul 29, 2013",0899,Fin,LLB57,Soft,43.68418,-65.83647,3,-66,188,33.2,3.54,,"(43.68418, -65.83647)"
2013,Lobster Bay,EMP-Level I,"Jul 29, 2013",0899,Ref,LLB19,Soft,43.6816,-65.83698,3,-87,177,33.6,3.42,,"(43.6816, -65.83698)"
2013,Lobster Bay,EMP-Level I,"Jul 29, 2013",0899,Ref,LLB24,Soft,43.6884,-65.83377,3,-135,136,43.58,5.02,,"(43.6884, -65.83377)"
2013,Annapolis Basin,EMP-Level I,"Aug 19, 2013",1040,Fin,ANB52,Soft,44.66957,-65.71892,3,-66,261,23.17,1.82,,"(44.66957, -65.71892)"
2013,Annapolis Basin,EMP-Level I,"Aug 19, 2013",1040,Fin,ANB53,Soft,44.66862,-65.72057,3,-84,195,27.86,2.18,,"(44.66862, -65.72057)"
2013,Annapolis Basin,EMP-Level I,"Aug 19, 2013",1040,Fin,ANB54,Soft,44.6679,-65.72238,3,-69,331,19.02,1.45,,"(44.6679, -65.72238)"
2013,Annapolis Basin,EMP-Level I,"Aug 19, 2013",1040,Ref,ANB51,Soft,44.66697,-65.72835,3,225,1,13.42,1.29,,"(44.66697, -65.72835)"
2013,Annapolis Basin,EMP-Level I,"Aug 19, 2013",1040,Ref,ANB55,Soft,44.66988,-65.7167,3,160,29,19,1.67,,"(44.66988, -65.7167)"
2013,Annapolis Basin,EMP-Level I,"Sep 03, 2013",1039,Fin,ANB41,Soft,44.65235,-65.75515,3,-153,284,45.32,4.66,,"(44.65235, -65.75515)"
2013,Annapolis Basin,EMP-Level I,"Sep 03, 2013",1039,Fin,ANB46,Soft,44.65648,-65.75602,3,-161,645,37.82,4.17,,"(44.65648, -65.75602)"
2013,Annapolis Basin,EMP-Level I,"Sep 03, 2013",1039,Fin,ANB48,Soft,44.65513,-65.7552,3,-122,390,36.76,3.63,,"(44.65513, -65.7552)"
2013,Annapolis Basin,EMP-Level I,"Sep 03, 2013",1039,Fin,ANB49,Soft,44.65363,-65.75607,3,-175,607,45.94,4.83,,"(44.65363, -65.75607)"
2013,Annapolis Basin,EMP-Level I,"Sep 03, 2013",1039,Ref,ANB01,Soft,44.659,-65.75597,3,-133,357,31.02,2.73,,"(44.659, -65.75597)"
2013,Annapolis Basin,EMP-Level I,"Sep 03, 2013",1039,Ref,ANB05,Soft,44.65065,-65.75538,3,-43,127,26.42,2.2,,"(44.65065, -65.75538)"
2013,St. Mary's Bay,EMP-Level I,"Aug 20, 2013",1354,Fin,STM94,Soft,44.2733,-66.28895,3,-130,1331,34.92,4.47,,"(44.2733, -66.28895)"
2013,St. Mary's Bay,EMP-Level I,"Aug 20, 2013",1354,Fin,STM95,Soft,44.2722,-66.28862,3,-109,400,31.23,2.55,,"(44.2722, -66.28862)"
2013,St. Mary's Bay,EMP-Level I,"Aug 20, 2013",1354,Fin,STM96,Soft,44.27197,-66.2898,3,-78,310,28.26,2.38,,"(44.27197, -66.2898)"
2013,St. Mary's Bay,EMP-Level I,"Aug 20, 2013",1354,Fin,STM97,Soft,44.27128,-66.29115,3,-74,307,31.01,2.22,,"(44.27128, -66.29115)"
2013,St. Mary's Bay,EMP-Level I,"Aug 20, 2013",1354,Fin,STM98,Soft,44.27015,-66.29075,3,-120,720,28.66,2.1,,"(44.27015, -66.29075)"
2013,St. Mary's Bay,EMP-Level I,"Aug 20, 2013",1354,Ref,STM66,Soft,44.27678,-66.28572,3,29,169,28.74,2.03,,"(44.27678, -66.28572)"
2013,St. Mary's Bay,EMP-Level I,"Aug 20, 2013",1354,Ref,STM99,Soft,44.26798,-66.29417,3,-112,393,33.62,2.63,,"(44.26798, -66.29417)"
2013,St. Mary's Bay,EMP-Level I,"Sep 04, 2013",1353,Fin,STM100,Soft,44.25928,-66.30482,3,18,126,27.32,1.99,,"(44.25928, -66.30482)"
2013,St. Mary's Bay,EMP-Level I,"Sep 04, 2013",1353,Fin,STM101,Soft,44.25792,-66.3053,3,-31,184,33.92,2.87,,"(44.25792, -66.3053)"
2013,St. Mary's Bay,EMP-Level I,"Sep 04, 2013",1353,Fin,STM102,Soft,44.25755,-66.30563,3,-10,238,34.53,2.76,,"(44.25755, -66.30563)"
2013,St. Mary's Bay,EMP-Level I,"Sep 04, 2013",1353,Fin,STM103,Soft,44.25695,-66.30632,3,72,118,29.11,2.5,,"(44.25695, -66.30632)"
2013,St. Mary's Bay,EMP-Level I,"Sep 04, 2013",1353,Fin,STM104,Soft,44.25647,-66.30695,3,0,174,24.51,1.81,,"(44.25647, -66.30695)"
2013,St. Mary's Bay,EMP-Level I,"Sep 04, 2013",1353,Ref,STM54,Soft,44.26183,-66.30057,3,88,98,26.79,1.9,,"(44.26183, -66.30057)"
2013,St. Mary's Bay,EMP-Level I,"Sep 04, 2013",1353,Ref,STM105,Soft,44.25403,-66.31078,3,75,63,28.76,2.14,,"(44.25403, -66.31078)"
2013,Brier Island,EMP-Level I,"Aug 21, 2013",0742,Fin,BRI28,Soft,44.26213,-66.34775,3,207,15,20.3,1.01,,"(44.26213, -66.34775)"
2013,Brier Island,EMP-Level I,"Aug 21, 2013",0742,Fin,BRI29,Soft,44.26112,-66.34782,3,216,43,21.25,1.11,,"(44.26112, -66.34782)"
2013,Brier Island,EMP-Level I,"Aug 21, 2013",0742,Fin,BRI30,Soft,44.26032,-66.34772,3,-49,136,35.19,3.44,,"(44.26032, -66.34772)"
2013,Brier Island,EMP-Level I,"Aug 21, 2013",0742,Ref,BRI01,Soft,44.25932,-66.34572,3,84,17,18.97,1.34,,"(44.25932, -66.34572)"
2013,Brier Island,EMP-Level I,"Aug 21, 2013",0742,Ref,BRI14,Soft,44.26327,-66.3455,3,344,9,23.15,1.33,,"(44.26327, -66.3455)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1186,Shell,STA134,Soft,46.23667,-60.5935,3,-20,65,79.28,11.49,,"(46.23667, -60.5935)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1186,Shell,STA136,Soft,46.25225,-60.58419,3,-91,159,81.66,13.77,,"(46.25225, -60.58419)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1186,Shell,STA163,Soft,46.24469,-60.58889,3,-47,49,63.09,10.53,,"(46.24469, -60.58889)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1187,Shell,STA139,Soft,46.26125,-60.56036,3,-139,409,70.52,10.38,,"(46.26125, -60.56036)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1187,Shell,STA151,Soft,46.269,-60.55511,3,-177,259,61.25,7.29,,"(46.269, -60.55511)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1187,Shell,STA164,Soft,46.26461,-60.55736,3,-192,208,80.52,12.68,,"(46.26461, -60.55736)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1188,Shell,STA165,Soft,46.27531,-60.56847,3,-158,362,71.37,9.78,,"(46.27531, -60.56847)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1188,Shell,STA166,Soft,46.27872,-60.56425,3,-164,541,69.32,8.27,,"(46.27872, -60.56425)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1188,Shell,STA167,Soft,46.28208,-60.55942,3,-113,236,52.05,4.88,,"(46.28208, -60.55942)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1189,Shell,STA168,Soft,46.23472,-60.58308,3,27,45,70.14,9.7,,"(46.23472, -60.58308)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1189,Shell,STA169,Soft,46.24439,-60.57375,3,-101,123,66.54,10.8,,"(46.24439, -60.57375)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1189,Shell,STA161,Soft,46.25422,-60.56592,3,-160,270,78.49,12.19,,"(46.25422, -60.56592)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1186/1187/1188/1189,Ref,STA92,Soft,46.27081,-60.56247,3,-72,69,67.6,7.91,,"(46.27081, -60.56247)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1186/1187/1188/1189,Ref,STA170,Soft,46.24003,-60.58489,3,-81,79,80.74,13.24,,"(46.24003, -60.58489)"
2013,St. Anns Harbour,EMP-Level I,"Oct 09, 2013",1186/1187/1188/1189,Ref,STA171,Soft,46.25625,-60.57406,3,-130,117,70.96,9.99,,"(46.25625, -60.57406)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Fin,PTM74,Soft,43.91532,-64.81269,3,-36,3163,56.05,7.09,,"(43.91532, -64.81269)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Fin,PTM73,Soft,43.91576,-64.81163,3,-138,6839,55.33,8.54,,"(43.91576, -64.81163)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Fin,PTM79,Soft,43.91521,-64.81165,3,-109,3692,65.35,14.82,,"(43.91521, -64.81165)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Fin,PTM75,Soft,43.91536,-64.81139,3,-102,4047,65.82,17.21,,"(43.91536, -64.81139)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Fin,PTM77,Soft,43.91478,-64.81195,3,-106,2534,62.51,11.74,,"(43.91478, -64.81195)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Ref,PTM70,Soft,43.91829,-64.80864,3,235,231,57.87,6.82,,"(43.91829, -64.80864)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Ref,PTM72,Soft,43.91301,-64.81455,3,140,171,62.06,8.26,,"(43.91301, -64.81455)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Ref,PTM76,Soft,43.91492,-64.8114,3,181,202,66.23,9.05,,"(43.91492, -64.8114)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Ref,PTM71,Soft,43.91734,-64.81036,3,103,331,59.78,7.22,,"(43.91734, -64.81036)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Ref,PTM80,Soft,43.91283,-64.81476,3,281,121,64.04,8.25,,"(43.91283, -64.81476)"
2014,Port Mouton,EMP-Level I,"Jul 16, 2014",0835,Ref,PTM78,Soft,43.91267,-64.81506,1,141,149,62.41,7.95,,"(43.91267, -64.81506)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM44,Soft,43.91532,-64.81073,3,46,745,,,,"(43.91532, -64.81073)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM51,Soft,43.91496,-64.81198,3,-134,2324,,,,"(43.91496, -64.81198)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM81,Soft,43.91512,-64.81301,3,135,500,,,,"(43.91512, -64.81301)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM82,Soft,43.91547,-64.81255,3,-37,1354,,,,"(43.91547, -64.81255)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM83,Soft,43.91579,-64.81198,3,-109,1372,,,,"(43.91579, -64.81198)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM84,Soft,43.91559,-64.81119,3,-73,1043,,,,"(43.91559, -64.81119)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM85,Soft,43.91547,-64.81112,3,-102,1956,,,,"(43.91547, -64.81112)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM86,Soft,43.9146,-64.8124,3,10,1071,,,,"(43.9146, -64.8124)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM87,Soft,43.91522,-64.81291,3,98,262,,,,"(43.91522, -64.81291)"
2014,Port Mouton,EMP-Level II,"Aug 28, 2014",0835,Fin,PTM88,Soft,43.91598,-64.81169,3,57,742,,,,"(43.91598, -64.81169)"
2014,Liverpool Bay,EMP-Level I,"Jul 15, 2014",1205,Fin,LVP35,Soft,44.04412,-64.6395,3,344,53,21.43,1.34,,"(44.04412, -64.6395)"
2014,Liverpool Bay,EMP-Level I,"Jul 15, 2014",1205,Fin,LVP36,Soft,44.04363,-64.63952,3,215,419,22.56,1.63,,"(44.04363, -64.63952)"
2014,Liverpool Bay,EMP-Level I,"Jul 15, 2014",1205,Fin,LVP37,Soft,44.04312,-64.63942,3,146,407,22.48,1.42,,"(44.04312, -64.63942)"
