DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,LaboratoryName,ObjectId
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Boron,,Total,,,Actual,Below Detection/Quantification Limit,50,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2125
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Cadmium,,Total,,,Actual,Below Detection/Quantification Limit,0.01,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2126
HRM Lakes Water Quality Monitoring Data,CHAR_OUT,Lake Charlotte Outlet,44.788333,-62.931389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/17/2022 0:00,0,m,Escherichia coli,,,4,CFU/100mL,Actual,,2,CFU/100mL,Reporting Limit,MOE E3371 R2 (2018),,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2127
HRM LakeWatchers 2023 Spring Lab Results,CHAR_OUT,Lake Charlotte Outlet,44.788333,-62.931389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/25/2022 0:00,0,m,Escherichia coli,,,4,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2128
HRM LakeWatchers 2023 Spring Lab Results,CHAR_OUT,Lake Charlotte Outlet,44.788333,-62.931389,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2023 0:00,0,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2129
HRM LakeWatchers 2023 Spring Lab Results,CHAR_OUT,Lake Charlotte Outlet,44.788333,-62.931389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/17/2023 0:00,0,m,Escherichia coli,,,2,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2130
HRM LakeWatchers 2023 Spring Lab Results,CHAR_OUT,Lake Charlotte Outlet,44.788333,-62.931389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/25/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0027,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),2131
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Antimony,,Total,,,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2132
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Barium,,Total,3.7,ug/L,Actual,,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2133
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Beryllium,,Total,,,Actual,Below Detection/Quantification Limit,0.1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2134
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Cadmium,,Total,0.018,ug/L,Actual,,0.01,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2135
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,-10,m,Chloride,,Dissolved,6.6,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),2136
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,-10,m,Chloride,,Dissolved,7.2,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),2137
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,-10,m,Chloride,,Dissolved,7,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),2138
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Chromium,,Total,,,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2139
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Cobalt,,Total,,,Actual,Below Detection/Quantification Limit,0.4,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2140
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Copper,,Total,1.3,ug/L,Actual,,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2141
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100mL,Reporting Limit,MOE E3371 R2 (2018),,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2142
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,Escherichia coli,,,2,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2143
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,Escherichia coli,,,2,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2144
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,Escherichia coli,,,2,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2145
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Iron,,Total,200,ug/L,Actual,,50,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2146
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Manganese,,Total,44,ug/L,Actual,,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2147
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Mercury,,Total,,,Actual,Below Detection/Quantification Limit,0.013,ug/L,Reporting Limit,245.1 R3 m,USEPA,ATL SOP 00026,Bureau Veritas (formerly Maxxam),2148
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Nickel,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2149
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Potassium,,Total,240,ug/L,Actual,,100,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2150
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Sodium,,Total,4500,ug/L,Actual,,100,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2151
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Thallium,,Total,,,Actual,Below Detection/Quantification Limit,0.1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2152
HRM Lakes Water Quality Monitoring Data,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,,m,Titanium,,Total,2.7,ug/L,Actual,,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2153
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,-10,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.016,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),2154
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.011,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),2155
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,-10,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0063,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),2156
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.005,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),2157
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,-10,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.022,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),2158
HRM LakeWatchers 2023 Spring Lab Results,ECHO_SD,Lake Echo Deep Water,44.721944,-63.386389,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.011,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),2159
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,Chloride,,Dissolved,5.6,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),2160
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,Chloride,,Dissolved,6.6,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),2161
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,Chloride,,Dissolved,4.4,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),2162
HRM Lakes Water Quality Monitoring Data,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,0,m,Chloride,,Dissolved,5.8,mg/L,Actual,,1,mg/L,Reporting Limit,SM 23 4500-Cl- E m,,ATL SOP 00014,Bureau Veritas (formerly Maxxam),2163
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,3.5,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2164
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,2.27,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2165
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,3.17,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2166
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,3.68,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,2167
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,2.28,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,2168
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,3.27,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,2169
HRM Lakes Water Quality Monitoring Data,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/16/2022 0:00,0,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100mL,Reporting Limit,MOE E3371 R2 (2018),,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2170
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,Escherichia coli,,,2,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2171
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/3/2023 0:00,0,m,Escherichia coli,,,8,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2172
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/22/2023 0:00,0,m,Escherichia coli,,,2,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2173
HRM Lakes Water Quality Monitoring Data,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,5/16/2022 0:00,0,m,pH,,,6.58,None,Actual,,,,,,YSI,,,2174
HRM Lakes Water Quality Monitoring Data,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,5/16/2022 0:00,0,m,"Temperature, water",,,13.9,deg C,Actual,,,,,,YSI,,,2175
HRM LakeWatchers 2023 Spring Lab Results,ECHO_OUT,Lake Echo Outlet,44.706389,-63.3725,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/30/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0067,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),2176
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Antimony,,Total,,,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2177
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Barium,,Total,19,ug/L,Actual,,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2178
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Beryllium,,Total,,,Actual,Below Detection/Quantification Limit,0.1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2179
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2022 0:00,-6,m,Chloride,,Dissolved,220,mg/L,Actual,,5,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00016,Bureau Veritas (formerly Maxxam),2180
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/18/2023 0:00,-6,m,Chloride,,Dissolved,220,mg/L,Actual,,5,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00016,Bureau Veritas (formerly Maxxam),2181
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/14/2023 0:00,-6,m,Chloride,,Dissolved,120,mg/L,Actual,,5,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00016,Bureau Veritas (formerly Maxxam),2182
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,3.04,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2183
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,3.31,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2184
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/18/2023 0:00,-6,m,"Chlorophyll a, corrected for pheophytin",,,0.501,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2185
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/18/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,0.624,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2186
HRM Lakes Water Quality Monitoring Data,MIC_OUT,Lake MicMac Outlet,44.684167,-63.550278,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/27/2022 0:00,0,m,Conductivity,,,0.452,ms/cm,Actual,,,,,,YSI,,,2187
HRM Lakes Water Quality Monitoring Data,MIC_OUT,Lake MicMac Outlet,44.684167,-63.550278,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/27/2022 0:00,0,m,Dissolved Oxygen (DO),,,8.87,mg/L,Actual,,,,,,YSI,,,2188
HRM Lakes Water Quality Monitoring Data,MIC_OUT,Lake MicMac Outlet,44.684167,-63.550278,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/27/2022 0:00,0,m,pH,,,8.25,None,Actual,,,,,,YSI,,,2189
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2022 0:00,-6,m,"Chlorophyll a, corrected for pheophytin",,,5.81,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2190
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,4.73,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2191
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/14/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,4.13,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2192
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/14/2023 0:00,-6,m,"Chlorophyll a, corrected for pheophytin",,,1.99,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,2193
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Cobalt,,Total,,,Actual,Below Detection/Quantification Limit,0.4,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2194
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Copper,,Total,1.5,ug/L,Actual,,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),2195
HRM Lakes Water Quality Monitoring Data,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100mL,Reporting Limit,MOE E3371 R2 (2018),,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2196
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/18/2023 0:00,0,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2197
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2022 0:00,0,m,Escherichia coli,,,16,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2198
HRM LakeWatchers 2023 Spring Lab Results,MIC_SD,Lake MicMac Deep Water,44.689722,-63.557222,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/14/2023 0:00,0,m,Escherichia coli,,,38,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),2199
